# NCBI_GENE_ID	XB_GENE_ID	GENE_SYMBOL	GENE_NAME
GeneID:121396931	NA	LOC121396931	heat shock factor protein 3-like
GeneID:121396932	NA	LOC121396932	protein kinase C delta type-like
GeneID:121396933	NA	LOC121396933	threonylcarbamoyl-AMP synthase-like
GeneID:121396934	NA	LOC121396934	heat shock factor protein 3-like
GeneID:121396936	NA	LOC121396936	protein kinase C delta type-like
GeneID:121396939	NA	LOC121396939	protein kinase C delta type-like
GeneID:121396941	NA	LOC121396941	threonylcarbamoyl-AMP synthase-like
GeneID:121396942	NA	LOC121396942	protein kinase C delta type-like
GeneID:121396943	NA	LOC121396943	threonylcarbamoyl-AMP synthase-like
GeneID:121396945	NA	LOC121396945	T-lymphocyte surface antigen Ly-9-like
GeneID:121396946	NA	LOC121396946	protein kinase C delta type-like
GeneID:121396947	NA	LOC121396947	uncharacterized protein LOC121396947
GeneID:121396948	NA	LOC121396948	threonylcarbamoyl-AMP synthase-like
GeneID:121396949	NA	LOC121396949	uncharacterized protein LOC121396949
GeneID:121396950	NA	LOC121396950	protein kinase C delta type-like
GeneID:121396951	NA	LOC121396951	threonylcarbamoyl-AMP synthase-like
GeneID:121396952	NA	LOC121396952	heat shock factor protein 3-like
GeneID:121396953	NA	LOC121396953	protein kinase C delta type-like
GeneID:121396954	NA	LOC121396954	axoneme-associated protein mst101(2)-like
GeneID:121396955	NA	LOC121396955	protein kinase C delta type-like
GeneID:121396960	NA	LOC121396960	uncharacterized protein LOC121396960
GeneID:121396962	NA	LOC121396962	uncharacterized protein LOC121396962
GeneID:121396968	NA	LOC121396968	Fc receptor-like protein 4
GeneID:121396971	NA	LOC121396971	cocaine- and amphetamine-regulated transcript protein-like
GeneID:121396972	NA	LOC121396972	uncharacterized protein LOC121396972
GeneID:121396973	NA	LOC121396973	uncharacterized protein LOC121396973
GeneID:121396974	NA	LOC121396974	myb-like protein X
GeneID:121396975	NA	LOC121396975	myb-like protein X
GeneID:121396976	NA	LOC121396976	putative uncharacterized protein DDB_G0287113
GeneID:121396977	NA	LOC121396977	putative uncharacterized protein DDB_G0287113
GeneID:121396978	NA	LOC121396978	putative uncharacterized protein DDB_G0287113
GeneID:121396979	NA	LOC121396979	putative uncharacterized protein DDB_G0287113
GeneID:121396980	NA	LOC121396980	putative uncharacterized protein DDB_G0287113
GeneID:121396981	NA	LOC121396981	inner centromere protein A-like
GeneID:121396982	NA	LOC121396982	thioredoxin domain-containing protein 3 homolog
GeneID:121396983	NA	LOC121396983	serine-rich adhesin for platelets-like
GeneID:121396984	NA	LOC121396984	serine/threonine-protein kinase N2-like
GeneID:121396985	NA	LOC121396985	protein kinase C-like 1
GeneID:121397010	NA	LOC121397010	regulator of nonsense transcripts 2-like
GeneID:121397011	NA	LOC121397011	uncharacterized protein LOC121397011
GeneID:121397012	NA	LOC121397012	serine/threonine-protein kinase N2-like
GeneID:121397013	NA	LOC121397013	serine/threonine-protein kinase N2-like
GeneID:121397014	NA	LOC121397014	ATP synthase subunit epsilon, mitochondrial-like
GeneID:121397018	NA	LOC121397018	protein kinase C delta type-like
GeneID:121397022	NA	LOC121397022	protein kinase C delta type-like
GeneID:121397023	NA	LOC121397023	uncharacterized protein LOC121397023
GeneID:121397032	NA	LOC121397032	putative nuclease HARBI1
GeneID:121397033	NA	LOC121397033	uncharacterized protein LOC121397033
GeneID:121397039	NA	LOC121397039	heparan-sulfate 6-O-sulfotransferase 2
GeneID:121397044	NA	LOC121397044	uncharacterized protein LOC121397044
GeneID:121397046	NA	LOC121397046	uncharacterized protein LOC121397046
GeneID:121397047	NA	LOC121397047	uncharacterized protein LOC121397047
GeneID:121397049	NA	LOC121397049	uncharacterized protein LOC121397049
GeneID:121397051	NA	LOC121397051	uncharacterized protein LOC121397051
GeneID:121397052	NA	LOC121397052	uncharacterized protein LOC121397052
GeneID:121397053	NA	LOC121397053	uncharacterized protein LOC121397053
GeneID:121397054	NA	LOC121397054	uncharacterized protein LOC121397054
GeneID:121397055	NA	LOC121397055	uncharacterized protein LOC121397055
GeneID:121397056	NA	LOC121397056	RING finger protein 39-like
GeneID:121397058	NA	LOC121397058	cell wall protein DAN4-like
GeneID:121397061	NA	LOC121397061	mucin-1-like
GeneID:121397063	NA	LOC121397063	uncharacterized protein LOC121397063
GeneID:121397065	NA	LOC121397065	uncharacterized protein LOC121397065
GeneID:121397070	NA	LOC121397070	stonin-2-like
GeneID:121397072	NA	LOC121397072	serine/threonine-protein kinase N2-like
GeneID:121397076	NA	LOC121397076	probable serine/threonine-protein kinase DDB_G0277449
GeneID:121397077	NA	LOC121397077	serine/threonine-protein kinase N2-like
GeneID:121397079	NA	LOC121397079	serine/threonine-protein kinase N2-like
GeneID:121397082	NA	LOC121397082	proline-rich membrane anchor 1-like
GeneID:121397086	NA	LOC121397086	uncharacterized protein LOC121397086
GeneID:121397087	NA	LOC121397087	protein ALP1-like
GeneID:121397091	NA	LOC121397091	uncharacterized protein LOC121397091
GeneID:121397093	NA	LOC121397093	uncharacterized protein LOC121397093
GeneID:121397095	NA	LOC121397095	cip1-interacting zinc finger protein-like
GeneID:121397096	NA	LOC121397096	lamina-associated polypeptide 2-like
GeneID:121397098	NA	LOC121397098	uncharacterized protein LOC121397098
GeneID:121397099	NA	LOC121397099	ras-related protein Rab-7a-like
GeneID:121397100	NA	LOC121397100	probable low affinity copper uptake protein 2
GeneID:121397101	NA	LOC121397101	DNA repair protein SWI5 homolog
GeneID:121397121	NA	LOC121397121	serine/threonine-protein kinase N2-like
GeneID:121397122	NA	LOC121397122	serine/threonine-protein kinase N2-like
GeneID:121397123	NA	LOC121397123	serine/threonine-protein kinase N2-like
GeneID:121397124	NA	LOC121397124	serine/threonine-protein kinase N2-like
GeneID:121397125	NA	LOC121397125	serine/threonine-protein kinase N2-like
GeneID:121397126	NA	LOC121397126	tyrosine-protein kinase ITK/TSK-like
GeneID:121397139	NA	LOC121397139	uncharacterized protein LOC121397139
GeneID:121397146	NA	LOC121397146	serine/threonine-protein kinase N2-like
GeneID:121397147	NA	LOC121397147	lamina-associated polypeptide 2-like
GeneID:121397148	NA	LOC121397148	cyclin-O protein B-like
GeneID:121397149	NA	LOC121397149	cyclin-O protein B-like
GeneID:121397150	NA	LOC121397150	cyclin-O protein B-like
GeneID:121397151	NA	LOC121397151	cyclin-O protein B-like
GeneID:121397152	NA	LOC121397152	probable serine/threonine-protein kinase DDB_G0277449
GeneID:121397153	NA	LOC121397153	serine/threonine-protein kinase N2-like
GeneID:121397154	NA	LOC121397154	serine/threonine-protein kinase N2-like
GeneID:121397155	NA	LOC121397155	DNA repair protein SWI5 homolog
GeneID:121397156	NA	LOC121397156	golgin subfamily A member 6C-like
GeneID:121397169	NA	LOC121397169	RNA pseudouridylate synthase domain-containing protein 2-like
GeneID:121397172	NA	LOC121397172	uncharacterized protein LOC121397172
GeneID:121397173	NA	LOC121397173	zinc finger CCHC domain-containing protein 3-like
GeneID:121397174	NA	LOC121397174	vegetative cell wall protein gp1-like
GeneID:121397175	NA	LOC121397175	embryonic protein UVS.2-like
GeneID:121397176	NA	LOC121397176	uncharacterized protein LOC121397176
GeneID:121397177	NA	LOC121397177	uncharacterized protein LOC121397177
GeneID:121397179	NA	LOC121397179	serine/arginine repetitive matrix protein 2-like
GeneID:121397183	NA	LOC121397183	uncharacterized protein LOC121397183
GeneID:121397184	NA	LOC121397184	uncharacterized protein LOC121397184
GeneID:121397188	NA	LOC121397188	uncharacterized protein LOC121397188
GeneID:121397189	NA	LOC121397189	uncharacterized protein LOC121397189
GeneID:121397190	NA	LOC121397190	uncharacterized protein LOC121397190
GeneID:121397191	NA	LOC121397191	SLAM family member 5-like
GeneID:121397192	NA	LOC121397192	SLAM family member 8-like
GeneID:121397193	NA	LOC121397193	SLAM family member 5-like
GeneID:121397194	NA	LOC121397194	SLAM family member 5-like
GeneID:121397196	NA	LOC121397196	Fc receptor-like A
GeneID:121397197	NA	LOC121397197	uncharacterized protein LOC121397197
GeneID:121397198	NA	LOC121397198	major histocompatibility complex class I-related gene protein-like
GeneID:121397200	NA	LOC121397200	major histocompatibility complex class I-related gene protein-like
GeneID:121397201	NA	LOC121397201	major histocompatibility complex class I-related gene protein-like
GeneID:121397202	NA	LOC121397202	major histocompatibility complex class I-related gene protein-like
GeneID:121397203	NA	LOC121397203	major histocompatibility complex class I-related gene protein-like, partial
GeneID:121397207	NA	LOC121397207	major histocompatibility complex class I-related gene protein-like
GeneID:121397208	NA	LOC121397208	major histocompatibility complex class I-related gene protein-like
GeneID:121397210	NA	LOC121397210	uncharacterized protein LOC121397210
GeneID:121397211	NA	LOC121397211	putative selection and upkeep of intraepithelial T-cells protein 1 homolog
GeneID:121397213	NA	LOC121397213	butyrophilin subfamily 2 member A2-like
GeneID:121397214	NA	LOC121397214	butyrophilin subfamily 2 member A1-like
GeneID:121397216	NA	LOC121397216	high affinity immunoglobulin gamma Fc receptor I-like
GeneID:121397217	NA	LOC121397217	uncharacterized protein LOC121397217
GeneID:121397218	NA	LOC121397218	SLAM family member 9-like
GeneID:121397219	NA	LOC121397219	SLAM family member 9-like
GeneID:121397220	NA	LOC121397220	SLAM family member 9-like
GeneID:121397221	NA	LOC121397221	SLAM family member 5-like
GeneID:121397222	NA	LOC121397222	uncharacterized protein LOC121397222
GeneID:121397223	NA	LOC121397223	uncharacterized protein LOC121397223
GeneID:121397224	NA	LOC121397224	CD48 antigen-like
GeneID:121397225	NA	LOC121397225	uncharacterized protein LOC121397225
GeneID:121397228	NA	LOC121397228	CD48 antigen-like
GeneID:121397229	NA	LOC121397229	uncharacterized protein LOC121397229
GeneID:121397231	NA	LOC121397231	uncharacterized protein LOC121397231
GeneID:121397233	NA	LOC121397233	uncharacterized protein LOC121397233
GeneID:121397234	NA	LOC121397234	SLAM family member 5-like
GeneID:121397236	NA	LOC121397236	SLAM family member 5-like
GeneID:121397237	NA	LOC121397237	Fc receptor-like protein 3
GeneID:121397238	NA	LOC121397238	uncharacterized protein LOC121397238
GeneID:121397239	NA	LOC121397239	Fc receptor-like protein 4
GeneID:121397240	NA	LOC121397240	CD166 antigen-like
GeneID:121397241	NA	LOC121397241	low affinity immunoglobulin gamma Fc region receptor II-like
GeneID:121397242	NA	LOC121397242	Fc receptor-like B
GeneID:121397243	NA	LOC121397243	high affinity immunoglobulin gamma Fc receptor I-like
GeneID:121397244	NA	LOC121397244	Fc receptor-like protein 4
GeneID:121397245	NA	LOC121397245	uncharacterized protein LOC121397245
GeneID:121397246	NA	LOC121397246	Fc receptor-like protein 4
GeneID:121397247	NA	LOC121397247	Fc receptor-like protein 4
GeneID:121397248	NA	LOC121397248	glutathione S-transferase P 1-like
GeneID:121397249	NA	LOC121397249	Fc receptor-like protein 4
GeneID:121397250	NA	LOC121397250	butyrophilin subfamily 3 member A2-like
GeneID:121397253	NA	LOC121397253	serine/threonine-protein kinase akt-1-like
GeneID:121397254	NA	LOC121397254	cAMP-dependent protein kinase catalytic subunit-like
GeneID:121397257	NA	LOC121397257	kinesin-like protein KIF27
GeneID:121397258	NA	LOC121397258	uncharacterized protein LOC121397258
GeneID:121397260	NA	LOC121397260	E3 ubiquitin/ISG15 ligase TRIM25-like
GeneID:121397261	NA	LOC121397261	cocaine- and amphetamine-regulated transcript protein-like
GeneID:121397262	NA	LOC121397262	serine/threonine-protein kinase N2-like
GeneID:121397263	NA	LOC121397263	uncharacterized protein LOC121397263
GeneID:121397264	NA	LOC121397264	leucine-rich repeat extensin-like protein 2
GeneID:121397266	NA	LOC121397266	metaxin-1-like
GeneID:121397268	NA	LOC121397268	E3 ubiquitin/ISG15 ligase TRIM25-like
GeneID:121397269	NA	LOC121397269	uncharacterized protein LOC121397269
GeneID:121397271	NA	LOC121397271	putative thiosulfate sulfurtransferase, mitochondrial
GeneID:121397273	NA	LOC121397273	cyclin-O protein B-like
GeneID:121397274	NA	LOC121397274	serine/threonine-protein kinase N2-like
GeneID:121397276	NA	LOC121397276	uncharacterized protein LOC121397276
GeneID:121397278	NA	LOC121397278	uncharacterized protein LOC121397278
GeneID:121397279	NA	LOC121397279	collagen alpha-2(I) chain-like
GeneID:121397280	NA	LOC121397280	serine/threonine-protein kinase N2-like
GeneID:121397281	NA	LOC121397281	protein kinase C delta type-like
GeneID:121397282	NA	LOC121397282	yrdC domain-containing protein, mitochondrial-like
GeneID:121397283	NA	LOC121397283	threonylcarbamoyl-AMP synthase-like
GeneID:121397284	NA	LOC121397284	myb-like protein X
GeneID:121397285	NA	LOC121397285	uncharacterized protein LOC121397285
GeneID:121397286	NA	LOC121397286	uncharacterized protein LOC121397286
GeneID:121397287	NA	LOC121397287	cilia- and flagella-associated protein 251-like
GeneID:121397288	NA	LOC121397288	cilia- and flagella-associated protein 251-like
GeneID:121397289	NA	LOC121397289	uncharacterized protein LOC121397289
GeneID:121397292	NA	LOC121397292	protein kinase C delta type-like
GeneID:121397293	NA	LOC121397293	uncharacterized protein LOC121397293
GeneID:121397294	NA	LOC121397294	uncharacterized protein LOC121397294
GeneID:121397295	NA	LOC121397295	uncharacterized protein LOC121397295
GeneID:121397296	NA	LOC121397296	vomeronasal type-2 receptor 26-like
GeneID:121397297	NA	LOC121397297	uncharacterized protein LOC121397297
GeneID:121397298	NA	LOC121397298	protein kinase C epsilon type-like
GeneID:121397300	NA	LOC121397300	LOW QUALITY PROTEIN: myoferlin-like
GeneID:121397302	NA	LOC121397302	lymphocyte antigen 6 complex locus protein G6d-like
GeneID:121397303	NA	LOC121397303	prostate stem cell antigen-like
GeneID:121397304	NA	LOC121397304	mucin-5AC-like
GeneID:121397305	NA	LOC121397305	serine-rich adhesin for platelets-like
GeneID:121397306	NA	LOC121397306	mucin-2-like
GeneID:121397307	NA	LOC121397307	uncharacterized protein LOC121397307
GeneID:121397308	NA	LOC121397308	piggyBac transposable element-derived protein 4-like
GeneID:121397309	NA	LOC121397309	uncharacterized protein LOC121397309
GeneID:121397310	NA	LOC121397310	carbohydrate sulfotransferase 9-like
GeneID:121397311	NA	LOC121397311	vomeronasal type-2 receptor 26-like
GeneID:121397312	NA	LOC121397312	embryonic protein UVS.2-like
GeneID:121397313	NA	LOC121397313	olfactory receptor 6Y1-like
GeneID:121397314	NA	LOC121397314	vomeronasal type-2 receptor 26-like
GeneID:121397315	NA	LOC121397315	uncharacterized protein LOC121397315
GeneID:121397317	NA	LOC121397317	olfactory receptor 6C4-like
GeneID:121397318	NA	LOC121397318	olfactory receptor 6P1-like
GeneID:121397319	NA	LOC121397319	extracellular calcium-sensing receptor-like
GeneID:121397320	NA	LOC121397320	olfactory receptor 6N1-like
GeneID:121397321	NA	LOC121397321	olfactory receptor 502-like
GeneID:121397322	NA	LOC121397322	olfactory receptor 493-like
GeneID:121397323	NA	LOC121397323	olfactory receptor 49-like
GeneID:121397324	NA	LOC121397324	olfactory receptor 11-like
GeneID:121397325	NA	LOC121397325	olfactory receptor 493-like
GeneID:121397326	NA	LOC121397326	olfactory receptor 49-like
GeneID:121397327	NA	LOC121397327	olfactory receptor 10A3-like
GeneID:121397328	NA	LOC121397328	olfactory receptor 2G3-like
GeneID:121397329	NA	LOC121397329	olfactory receptor 5V1-like
GeneID:121397330	NA	LOC121397330	olfactory receptor 6N1-like
GeneID:121397331	NA	LOC121397331	olfactory receptor 5V1-like
GeneID:121397333	NA	LOC121397333	olfactory receptor 6N2-like
GeneID:121397334	NA	LOC121397334	olfactory receptor 5G3-like
GeneID:121397335	NA	LOC121397335	olfactory receptor 5B21-like
GeneID:121397336	NA	LOC121397336	uncharacterized protein LOC121397336
GeneID:121397337	NA	LOC121397337	CD48 antigen-like
GeneID:121397338	NA	LOC121397338	CD48 antigen-like
GeneID:121397339	NA	LOC121397339	CD48 antigen-like
GeneID:121397340	NA	LOC121397340	T-lymphocyte surface antigen Ly-9-like
GeneID:121397341	NA	LOC121397341	uncharacterized protein LOC121397341
GeneID:121397342	NA	LOC121397342	Fc receptor-like protein 2
GeneID:121397343	NA	LOC121397343	Fc receptor-like protein 5
GeneID:121397345	NA	LOC121397345	GDP-L-fucose synthase-like
GeneID:121397346	NA	LOC121397346	major histocompatibility complex class I-related gene protein-like
GeneID:121397347	NA	LOC121397347	uncharacterized protein LOC121397347
GeneID:121397348	NA	LOC121397348	uncharacterized protein LOC121397348
GeneID:121397349	NA	LOC121397349	Fc receptor-like protein 5
GeneID:121397350	NA	LOC121397350	Fc receptor-like protein 4
GeneID:121397351	NA	LOC121397351	high affinity immunoglobulin epsilon receptor subunit alpha-like
GeneID:121397352	NA	LOC121397352	high affinity immunoglobulin gamma Fc receptor I-like
GeneID:121397353	NA	LOC121397353	Fc receptor-like B
GeneID:121397354	NA	LOC121397354	low affinity immunoglobulin gamma Fc region receptor III-B-like
GeneID:121397355	NA	LOC121397355	high affinity immunoglobulin gamma Fc receptor I-like
GeneID:121397356	NA	LOC121397356	Fc receptor-like A
GeneID:121397357	NA	LOC121397357	Fc receptor-like protein 5
GeneID:121397358	NA	LOC121397358	succinate dehydrogenase cytochrome b560 subunit, mitochondrial-like
GeneID:121397359	NA	LOC121397359	paraneoplastic antigen Ma1 homolog
GeneID:121397361	NA	LOC121397361	titin-like
GeneID:121397362	NA	LOC121397362	zinc finger CCHC domain-containing protein 3-like
GeneID:121397363	NA	LOC121397363	zinc finger CCHC domain-containing protein 3-like
GeneID:121397364	NA	LOC121397364	zinc finger CCHC domain-containing protein 3-like
GeneID:121397370	NA	LOC121397370	uncharacterized protein LOC121397370
GeneID:121397544	NA	LOC121397544	glutathione-specific gamma-glutamylcyclotransferase 1-like
GeneID:121397546	NA	LOC121397546	protein Mis18-beta-like
GeneID:121397548	NA	LOC121397548	P3 protein-like
GeneID:121397550	NA	LOC121397550	lysozyme g-like
GeneID:121397554	NA	LOC121397554	mucosal pentraxin-like
GeneID:121397557	NA	LOC121397557	cortexin domain-containing 1-like
GeneID:121397558	NA	LOC121397558	uncharacterized protein LOC121397558
GeneID:121397560	NA	LOC121397560	uncharacterized protein LOC121397560
GeneID:121397561	NA	LOC121397561	uncharacterized protein LOC121397561
GeneID:121397562	NA	LOC121397562	uncharacterized protein LOC121397562
GeneID:121397563	NA	LOC121397563	CAP-Gly domain-containing linker protein 4-like
GeneID:121397566	NA	LOC121397566	uncharacterized protein LOC121397566
GeneID:121397568	NA	LOC121397568	uncharacterized protein LOC121397568
GeneID:121397569	NA	LOC121397569	uncharacterized protein LOC121397569
GeneID:121397570	NA	LOC121397570	uncharacterized protein LOC121397570
GeneID:121397573	NA	LOC121397573	CD48 antigen-like
GeneID:121397574	NA	LOC121397574	transmembrane protein 272-like
GeneID:121397575	NA	LOC121397575	sodium/calcium exchanger 3-like
GeneID:121397576	NA	LOC121397576	olfactory receptor 6N1-like
GeneID:121397579	NA	LOC121397579	uncharacterized protein LOC121397579
GeneID:121397581	NA	LOC121397581	Fc receptor-like protein 5
GeneID:121397582	NA	LOC121397582	Fc receptor-like protein 5
GeneID:121397583	NA	LOC121397583	Fc receptor-like protein 5
GeneID:121397585	NA	LOC121397585	serine/threonine-protein kinase N2-like
GeneID:121397586	NA	LOC121397586	high affinity immunoglobulin epsilon receptor subunit alpha-like
GeneID:121397587	NA	LOC121397587	putative protein kinase C delta type homolog
GeneID:121397588	NA	LOC121397588	serine/threonine-protein kinase N2-like
GeneID:121397593	NA	LOC121397593	translocon-associated protein subunit beta
GeneID:121397597	NA	LOC121397597	perilipin-2-like
GeneID:121397600	NA	LOC121397600	E3 ubiquitin/ISG15 ligase TRIM25-like
GeneID:121397602	NA	LOC121397602	protein S100-A13-like
GeneID:121397605	NA	LOC121397605	uncharacterized protein LOC121397605
GeneID:121397610	NA	LOC121397610	nuclear receptor subfamily 6 group A member 1-like
GeneID:121397614	NA	LOC121397614	uncharacterized protein LOC121397614
GeneID:121397618	NA	LOC121397618	protein ALP1-like
GeneID:121397619	NA	LOC121397619	myb-related transcription factor, partner of profilin-like
GeneID:121397620	NA	LOC121397620	myb-related transcription factor, partner of profilin-like
GeneID:121397621	NA	LOC121397621	P2X purinoceptor 7-like
GeneID:121397622	NA	LOC121397622	LOW QUALITY PROTEIN: uncharacterized protein LOC121397622
GeneID:121397623	NA	LOC121397623	piggyBac transposable element-derived protein 4-like
GeneID:121397625	NA	LOC121397625	E3 ubiquitin-protein ligase XIAP-like
GeneID:121397627	NA	LOC121397627	zinc finger MYM-type protein 1-like
GeneID:121397630	NA	LOC121397630	uncharacterized protein LOC121397630
GeneID:121397631	NA	LOC121397631	carcinoembryonic antigen-related cell adhesion molecule 1-like
GeneID:121397632	NA	LOC121397632	serine-rich adhesin for platelets-like
GeneID:121397633	NA	LOC121397633	uncharacterized protein LOC121397633
GeneID:121397634	NA	LOC121397634	zinc finger CCHC domain-containing protein 3-like
GeneID:121397635	NA	LOC121397635	uncharacterized protein LOC121397635
GeneID:121397637	NA	LOC121397637	olfactory receptor 6B2-like
GeneID:121397638	NA	LOC121397638	zinc finger protein 383-like
GeneID:121397639	NA	LOC121397639	vomeronasal type-2 receptor 26-like
GeneID:121397642	NA	LOC121397642	olfactory receptor 10A4-like
GeneID:121397643	NA	LOC121397643	extracellular calcium-sensing receptor-like
GeneID:121397644	NA	LOC121397644	extracellular calcium-sensing receptor-like
GeneID:121397645	NA	LOC121397645	vomeronasal type-2 receptor 26-like
GeneID:121397646	NA	LOC121397646	olfactory receptor 12D2-like
GeneID:121397647	NA	LOC121397647	olfactory receptor 12D3-like
GeneID:121397648	NA	LOC121397648	olfactory receptor 12D2-like
GeneID:121397649	NA	LOC121397649	uncharacterized protein LOC121397649
GeneID:121397650	NA	LOC121397650	Fc receptor-like A
GeneID:121397651	NA	LOC121397651	Fc receptor-like protein 4
GeneID:121397652	NA	LOC121397652	Fc receptor-like protein 5
GeneID:121397653	NA	LOC121397653	uncharacterized protein LOC121397653
GeneID:121397654	NA	LOC121397654	LOW QUALITY PROTEIN: Fc receptor-like protein 6
GeneID:121397655	NA	LOC121397655	uncharacterized protein LOC121397655
GeneID:121397656	NA	LOC121397656	uncharacterized protein LOC121397656
GeneID:121397657	NA	LOC121397657	repetin-like
GeneID:121397658	NA	LOC121397658	keratin-associated protein 10-2-like
GeneID:121397661	NA	LOC121397661	pro-resilin-like
GeneID:121397662	NA	LOC121397662	olfactory receptor 502-like
GeneID:121397663	NA	LOC121397663	posterior protein-like
GeneID:121397664	NA	LOC121397664	lamina-associated polypeptide 2-like
GeneID:121397668	NA	LOC121397668	posterior protein-like
GeneID:121397672	NA	LOC121397672	probable RNA-binding protein 18
GeneID:121397673	NA	LOC121397673	olfactory receptor 502-like
GeneID:121397675	NA	LOC121397675	uncharacterized protein LOC121397675
GeneID:121397676	NA	LOC121397676	uncharacterized protein LOC121397676
GeneID:121397678	NA	LOC121397678	uncharacterized protein LOC121397678
GeneID:121397680	NA	LOC121397680	leucine-rich repeat-containing protein 38-like
GeneID:121397683	NA	LOC121397683	LOW QUALITY PROTEIN: uncharacterized protein K02A2.6-like
GeneID:121397684	NA	LOC121397684	uncharacterized protein LOC121397684
GeneID:121397685	NA	LOC121397685	uncharacterized protein LOC121397685
GeneID:121397686	NA	LOC121397686	uncharacterized protein LOC121397686
GeneID:121397687	NA	LOC121397687	uncharacterized protein LOC121397687
GeneID:121397688	NA	LOC121397688	myb-related transcription factor, partner of profilin-like
GeneID:121397689	NA	LOC121397689	protein diaphanous homolog 2-like
GeneID:121397697	NA	LOC121397697	uncharacterized protein LOC121397697
GeneID:121397704	NA	LOC121397704	protein spinster homolog 1-like
GeneID:121397706	NA	LOC121397706	uncharacterized protein LOC121397706
GeneID:121397709	NA	LOC121397709	uncharacterized protein LOC121397709
GeneID:121397710	NA	LOC121397710	lamina-associated polypeptide 2, isoforms alpha/zeta-like
GeneID:121397711	NA	LOC121397711	uncharacterized protein LOC121397711
GeneID:121397712	NA	LOC121397712	uncharacterized protein LOC121397712
GeneID:121397717	NA	LOC121397717	mitogen-activated protein kinase kinase kinase 15-like
GeneID:121397722	NA	LOC121397722	myb-related transcription factor, partner of profilin-like
GeneID:121397723	NA	LOC121397723	extracellular calcium-sensing receptor-like
GeneID:121397726	NA	LOC121397726	myb-related transcription factor, partner of profilin-like
GeneID:121397734	NA	LOC121397734	Fc receptor-like A
GeneID:121397735	NA	LOC121397735	Fc receptor-like A
GeneID:121397736	NA	LOC121397736	androgen receptor-like
GeneID:121397742	NA	LOC121397742	heparan-sulfate 6-O-sulfotransferase 2-like
GeneID:121397744	NA	LOC121397744	Friend virus susceptibility protein 1-like
GeneID:121397745	NA	LOC121397745	uncharacterized protein LOC121397745
GeneID:121397747	NA	LOC121397747	protein RD3-like
GeneID:121397752	NA	LOC121397752	uncharacterized protein LOC121397752
GeneID:121397753	NA	LOC121397753	uncharacterized protein LOC121397753
GeneID:121397756	NA	LOC121397756	guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-8-like
GeneID:121397762	NA	LOC121397762	myosin-11-like
GeneID:121397765	NA	LOC121397765	uncharacterized protein LOC121397765
GeneID:121397767	NA	LOC121397767	uncharacterized protein LOC121397767
GeneID:121397771	NA	LOC121397771	chromosome-associated kinesin KIF4-like
GeneID:121397772	NA	LOC121397772	chromosome-associated kinesin KIF4-like
GeneID:121397773	NA	LOC121397773	uncharacterized protein LOC121397773
GeneID:121397774	NA	LOC121397774	uncharacterized protein LOC121397774
GeneID:121397775	NA	LOC121397775	sperm acrosome membrane-associated protein 4-like
GeneID:121397776	NA	LOC121397776	protein ALP1-like
GeneID:121397777	NA	LOC121397777	uncharacterized protein LOC121397777
GeneID:121397779	NA	LOC121397779	uncharacterized protein LOC121397779
GeneID:121397783	NA	LOC121397783	uncharacterized protein LOC121397783
GeneID:121397784	NA	LOC121397784	CAP-Gly domain-containing linker protein 3-like
GeneID:121397787	NA	LOC121397787	serine/threonine-protein kinase N3-like
GeneID:121397788	NA	LOC121397788	uncharacterized protein LOC121397788
GeneID:121397793	NA	LOC121397793	organic solute transporter subunit alpha-like
GeneID:121397794	NA	LOC121397794	uncharacterized protein LOC121397794
GeneID:121397795	NA	LOC121397795	uncharacterized protein LOC121397795
GeneID:121397796	NA	LOC121397796	uncharacterized protein LOC121397796
GeneID:121397797	NA	LOC121397797	myb-like protein V
GeneID:121397798	NA	LOC121397798	uncharacterized protein LOC121397798
GeneID:121397800	NA	LOC121397800	uncharacterized protein LOC121397800
GeneID:121397801	NA	LOC121397801	uncharacterized protein LOC121397801
GeneID:121397802	NA	LOC121397802	probable GH family 25 lysozyme 3
GeneID:121397803	NA	LOC121397803	protein dispatched homolog 2-like
GeneID:121397804	NA	LOC121397804	uncharacterized protein LOC121397804
GeneID:121397868	NA	LOC121397868	nmrA-like family domain-containing protein 1
GeneID:121397869	NA	LOC121397869	extensin-like, partial
GeneID:121397871	NA	LOC121397871	traf2 and NCK-interacting protein kinase-like
GeneID:121397873	NA	LOC121397873	golgin subfamily A member 6-like protein 7
GeneID:121397874	NA	LOC121397874	reticulocyte-binding protein 2 homolog a-like
GeneID:121397876	NA	LOC121397876	VPS35 endosomal protein-sorting factor-like
GeneID:121397877	NA	LOC121397877	uncharacterized protein LOC121397877
GeneID:121397878	NA	LOC121397878	protein FAM135A-like
GeneID:121397879	NA	LOC121397879	uromodulin-like
GeneID:121397880	NA	LOC121397880	uromodulin-like
GeneID:121397881	NA	LOC121397881	proteoglycan 4-like
GeneID:121397884	NA	LOC121397884	uncharacterized protein LOC121397884
GeneID:121397885	NA	LOC121397885	uncharacterized protein LOC121397885
GeneID:121397886	NA	LOC121397886	uncharacterized protein LOC121397886
GeneID:121397887	NA	LOC121397887	uncharacterized protein LOC121397887
GeneID:121397888	NA	LOC121397888	uncharacterized protein LOC121397888
GeneID:121397889	NA	LOC121397889	uncharacterized protein LOC121397889
