Q66KW8,NP_001078914.1,NM_001085445.1,GeneID:447126,XB-GENE-1016356
A0A8J0UDX4,XP_018100149.1,XM_018244660.2,GeneID:100101290,XB-GENE-951407
A0A1L8HCS3,XP_018100150.1,XM_018244661.2,GeneID:100101294,XB-GENE-6251947
A0A8J0U344,XP_018100151.1,XM_018244662.2,GeneID:432131,XB-GENE-968570
A0A8J0UBF3,XP_018100153.1,XM_018244664.2,GeneID:100101324,XB-GENE-954333
A0A8J0UDY0,XP_018100154.1,XM_018244665.2,GeneID:100101325,XB-GENE-1008320
A0A8J0UB96,XP_018100155.1,XM_018244666.2,GeneID:100126659,XB-GENE-1001202
A0A8J0U349,XP_018100156.1,XM_018244667.2,GeneID:100126659,XB-GENE-1001202
A0A8J0UA46,XP_018100157.1,XM_018244668.2,GeneID:100126659,XB-GENE-1001202
A0A8J0UBF6,XP_018100158.1,XM_018244669.2,GeneID:100126659,XB-GENE-1001202
A0A1L8HCY3,XP_018100159.1,XM_018244670.2,GeneID:100127253,XB-GENE-922491
A0A8J0UA52,XP_018100165.1,XM_018244676.1,GeneID:100127329,XB-GENE-987177
A0A8J0UBG3,XP_018100166.1,XM_018244677.2,GeneID:100127336,XB-GENE-951588
A0A8J0UDZ2,XP_018100167.1,XM_018244678.2,GeneID:100127336,XB-GENE-951588
A0A1L8HG57,XP_018100168.1,XM_018244679.2,GeneID:100137621,XB-GENE-1003497
A0A1L8HED2,XP_018100172.1,XM_018244683.2,GeneID:100137694,XB-GENE-1015296
A0A8J0U366,XP_041435678.1,XM_041579744.1,GeneID:432163,XB-GENE-991326
A0A8J0UA62,XP_018100176.1,XM_018244687.2,GeneID:100158352,XB-GENE-865695
A0A8J0UBH1,XP_018100180.1,XM_018244691.2,GeneID:100158429,XB-GENE-993668
A0A8J0UE03,XP_018100186.1,XM_018244697.2,GeneID:100190776,XB-GENE-949059
A0A1L8HHF2,XP_018100189.1,XM_018244700.2,GeneID:100190776,XB-GENE-949059
A0A8J0U370,XP_018100193.1,XM_018244704.2,GeneID:100190776,XB-GENE-949059
A0A8J0UA67,XP_018100194.1,XM_018244705.2,GeneID:100190776,XB-GENE-949059
A0A8J0UBC6,XP_018100198.1,XM_018244709.2,GeneID:100216311,XB-GENE-6068868
A0A8J0U376,XP_018100199.1,XM_018244710.2,GeneID:100216311,XB-GENE-6068868
A0A8J0UA72,XP_041436742.1,XM_041580808.1,GeneID:100216311,XB-GENE-6068868
A0A8J0UBI1,XP_018100202.2,XM_018244713.2,GeneID:100329179,XB-GENE-6464386
A0A8J0UE14,XP_018100203.1,XM_018244714.1,GeneID:100329179,XB-GENE-6464386
A0A8J0UBD2,XP_018100205.1,XM_018244716.2,GeneID:100329179,XB-GENE-6464386
A0A1L8HIG9,XP_018100208.1,XM_018244719.2,GeneID:100337576,XB-GENE-6464341
A0A1L8HIU3,XP_018100209.1,XM_018244720.2,GeneID:100337601,XB-GENE-17335632
A0A8J0UBE3,XP_018100215.2,XM_018244726.2,GeneID:100500732,XB-GENE-6487158
A0A8J0U389,XP_018100216.1,XM_018244727.2,GeneID:100653494,XB-GENE-17333137
A0A8J0UA87,XP_018100217.1,XM_018244728.2,GeneID:100653494,XB-GENE-17333137
A0A8J0UBJ5,XP_018100218.1,XM_018244729.2,GeneID:100653494,XB-GENE-17333137
A0A1L8HCE3,XP_018100221.1,XM_018244732.2,GeneID:100861583,XB-GENE-6486745
A0A1L8HHM7,XP_018100224.1,XM_018244735.2,GeneID:373674,XB-GENE-483319
A0A1L8HE21,XP_018100229.1,XM_018244740.2,GeneID:373840,XB-GENE-991585
A0A8J0UBK1,XP_018100230.1,XM_018244741.2,GeneID:432264,XB-GENE-5753280
A0A8J0UE37,XP_018100232.1,XM_018244743.2,GeneID:432264,XB-GENE-5753280
B7ZRQ9,XP_041436761.1,XM_041580827.1,GeneID:378574,XB-GENE-5867986
Q91839,XP_018100234.1,XM_018244745.2,GeneID:379051,XB-GENE-17336519
A0A1L8HBS5,XP_018100235.1,XM_018244746.2,GeneID:379070,XB-GENE-6251825
A0A1L8HF91,XP_018100238.1,XM_018244749.2,GeneID:379154,XB-GENE-17339178
A0A8J0UBG0,XP_018100247.1,XM_018244758.2,GeneID:379270,XB-GENE-942655
A0A1L8HE61,XP_041436774.1,XM_041580840.1,GeneID:379327,XB-GENE-968930
A0A8J0UBH4,XP_018100263.1,XM_018244774.2,GeneID:379388,XB-GENE-5721258
A0A8J0U3B8,XP_018100266.1,XM_018244777.2,GeneID:379429,XB-GENE-5803899
A0A8J0UAA9,XP_018100268.1,XM_018244779.2,GeneID:379516,XB-GENE-5782577
A0A1L8HJT0,XP_018100271.1,XM_018244782.2,GeneID:379516,XB-GENE-5782577
A0A1L8HCJ8,XP_018100273.1,XM_018244784.2,GeneID:379550,XB-GENE-6077633
A0A8J0UAB4,XP_018100276.1,XM_018244787.2,GeneID:379645,XB-GENE-6255186
A0A1L8I2S0,XP_018100277.1,XM_018244788.2,GeneID:432346,XB-GENE-5961456
A0A8J0UBI6,XP_041436793.1,XM_041580859.1,GeneID:379692,XB-GENE-5794037
A0A8J0UBN0,XP_041436795.1,XM_041580861.1,GeneID:379722,XB-GENE-5901080
Q6PCG0,XP_018100289.1,XM_018244800.2,GeneID:379724,XB-GENE-951356
A0A8J0UAC3,XP_018100291.1,XM_018244802.2,GeneID:379880,XB-GENE-957436
A0A1L8HD47,XP_018100294.1,XM_018244805.2,GeneID:379901,XB-GENE-5797121
A0A8J0UBJ1,XP_018100295.1,XM_018244806.2,GeneID:379901,XB-GENE-5797121
A0A8J0U3E0,XP_018100296.1,XM_018244807.2,GeneID:379901,XB-GENE-5797121
A0A8J0UAC8,XP_018100297.1,XM_018244808.2,GeneID:379901,XB-GENE-5797121
A0A8J0UBN5,XP_018100298.1,XM_018244809.2,GeneID:379975,XB-GENE-999738
A0A1L8HGG6,XP_018100304.1,XM_018244815.2,GeneID:380049,XB-GENE-5920544
A0A1L8HC12,XP_041436806.1,XM_041580872.1,GeneID:380147,XB-GENE-959297
A0A8J0UBP0,XP_018100309.1,XM_018244820.2,GeneID:380165,XB-GENE-5871447
A0A8J0U3F0,XP_018100313.1,XM_018244824.2,GeneID:380208,XB-GENE-945384
A0A8J0UAD7,XP_018100314.1,XM_018244825.2,GeneID:380208,XB-GENE-945384
A0A8J0UBP5,XP_018100315.1,XM_018244826.2,GeneID:443657,XB-GENE-955602
A0A1L8HHU8,XP_018100316.1,XM_018244827.1,GeneID:380221,XB-GENE-866295
A0A8J0UBK9,XP_018100317.1,XM_018244828.1,GeneID:380221,XB-GENE-866295
A0A8J0U3F5,XP_018100318.1,XM_018244829.1,GeneID:380221,XB-GENE-866295
A0A8J0UAE2,XP_018100322.1,XM_018244833.2,GeneID:380405,XB-GENE-974323
A0A1L8HGV4,XP_018100328.1,XM_018244839.2,GeneID:386603,XB-GENE-990785
O42287,XP_018100329.1,XM_018244840.2,GeneID:394300,XB-GENE-5904211
A0A8J0UE96,XP_018100330.1,XM_018244841.2,GeneID:394300,XB-GENE-5904211
A0A8J0UBM0,XP_018100331.1,XM_018244842.2,GeneID:394300,XB-GENE-5904211
A0A8J0U3G5,XP_018100332.1,XM_018244843.2,GeneID:394300,XB-GENE-5904211
A0A8J0UAF1,XP_018100334.1,XM_018244845.2,GeneID:394300,XB-GENE-5904211
A0A1L8HJD9,XP_018100335.1,XM_018244846.2,GeneID:394308,XB-GENE-957959
A0A8J0UEA2,XP_018100340.1,XM_018244851.2,GeneID:394417,XB-GENE-943299
A0A1L8HIF8,XP_018100342.1,XM_018244853.2,GeneID:397714,XB-GENE-972708
Q08B75,XP_018100345.1,XM_018244856.2,GeneID:397722,XB-GENE-6252622
A0A8J0UEA6,XP_018100347.1,XM_018244858.2,GeneID:397738,XB-GENE-6252613
A0A8J0UBM7,XP_018100359.1,XM_018244870.2,GeneID:443724,XB-GENE-987211
A0A1L8HWD2,XP_018100365.1,XM_018244876.2,GeneID:443757,XB-GENE-946093
A0A8J0UEB3,XP_018100366.1,XM_018244877.2,GeneID:398223,XB-GENE-479158
A0A8J0UBN2,XP_018100367.1,XM_018244878.2,GeneID:398223,XB-GENE-479158
A0A8J0U3H6,XP_018100368.1,XM_018244879.2,GeneID:398223,XB-GENE-479158
A0A1L8HHC9,XP_018100371.1,XM_018244882.2,GeneID:398232,XB-GENE-17333940
A0A8J0UBN7,XP_018100372.1,XM_018244883.2,GeneID:398510,XB-GENE-17333925
A0A8J0U3I2,XP_018100374.2,XM_018244885.2,GeneID:398510,XB-GENE-17333925
A0A8J0UAG4,XP_041436844.1,XM_041580910.1,GeneID:398510,XB-GENE-17333925
A0A8J0UBS5,XP_018100376.1,XM_018244887.2,GeneID:398510,XB-GENE-17333925
A0A8J0UBP2,XP_018100378.1,XM_018244889.2,GeneID:398596,XB-GENE-6256023
A0A8J0U3I7,XP_018100379.1,XM_018244890.2,GeneID:398596,XB-GENE-6256023
A0A8J0UAG9,XP_018100380.1,XM_018244891.2,GeneID:398610,XB-GENE-1012650
A0A1L8HEB6,XP_041436845.1,XM_041580911.1,GeneID:398626,XB-GENE-1002146
A0A8J0U3J2,XP_018100384.1,XM_018244895.2,GeneID:398626,XB-GENE-1002146
A0A8J0UAH3,XP_018100386.1,XM_018244897.2,GeneID:398661,XB-GENE-865842
A0A8J0UBT4,XP_018100387.1,XM_018244898.2,GeneID:398661,XB-GENE-865842
A0A1L8HI69,XP_018100388.1,XM_018244899.2,GeneID:398712,XB-GENE-965905
A0A1L8HGS0,XP_018100392.1,XM_018244903.2,GeneID:398776,XB-GENE-5821327
A0A1L8HCR0,XP_018100394.1,XM_018244905.2,GeneID:398823,XB-GENE-1007170
A0A8J0UEE2,XP_018100395.1,XM_018244906.2,GeneID:398823,XB-GENE-1007170
A0A8J0UBQ7,XP_018100396.1,XM_018244907.2,GeneID:398823,XB-GENE-1007170
A0A1L8HG08,XP_018100398.1,XM_018244909.2,GeneID:398837,XB-GENE-866151
A0A8J0UBU5,XP_018100402.1,XM_018244913.2,GeneID:398849,XB-GENE-6255157
A0A1L8HHH5,XP_018100403.1,XM_018244914.2,GeneID:398849,XB-GENE-6255157
A0A8J0U3K7,XP_018100408.1,XM_018244919.2,GeneID:443811,XB-GENE-495077
A0A1L8HDX1,XP_018100409.1,XM_018244920.2,GeneID:398951,XB-GENE-996363
A0A8J0UBU9,XP_018100410.1,XM_018244921.2,GeneID:398951,XB-GENE-996363
A0A1L8HF09,XP_018100411.1,XM_018244922.2,GeneID:398962,XB-GENE-865890
A0A8J0UBR8,XP_018100412.1,XM_018244923.2,GeneID:399015,XB-GENE-5807252
A0A8J0U3L1,XP_018100413.1,XM_018244924.2,GeneID:399097,XB-GENE-865674
Q9YGN6,XP_018100415.1,XM_018244926.2,GeneID:399139,XB-GENE-953126
A0A8J0UBV4,XP_018100418.1,XM_018244929.2,GeneID:399246,XB-GENE-6078741
A0A1L8HBQ3,XP_018100421.1,XM_018244932.2,GeneID:399285,XB-GENE-6254180
A0A8J0UBS3,XP_018100422.1,XM_018244933.2,GeneID:399334,XB-GENE-5813287
A0A8J0U3L7,XP_018100423.1,XM_018244934.2,GeneID:399334,XB-GENE-5813287
A0A8J0UAJ3,XP_018100424.1,XM_018244935.2,GeneID:399334,XB-GENE-5813287
A0A8J0UBV9,XP_018100425.1,XM_018244936.2,GeneID:399334,XB-GENE-5813287
A0A8J0UEG4,XP_018100427.1,XM_018244938.2,GeneID:399376,XB-GENE-865425
A0A8J0UBT0,XP_018100428.1,XM_018244939.2,GeneID:399390,XB-GENE-17331345
A0A1L8I343,XP_018100429.1,XM_018244940.2,GeneID:443849,XB-GENE-5991963
A0A8J0UAJ9,XP_018100430.1,XM_018244941.2,GeneID:399390,XB-GENE-17331345
A0A8J0UBW4,XP_018100431.1,XM_018244942.2,GeneID:399390,XB-GENE-17331345
A0A8J0UEG9,XP_018100432.1,XM_018244943.2,GeneID:443849,XB-GENE-5991963
A0A8J0UEH4,XP_018100437.1,XM_018244948.2,GeneID:414468,XB-GENE-6252844
A0A8J0UAK9,XP_018100442.1,XM_018244953.2,GeneID:414494,XB-GENE-6256479
A0A8J0UBX5,XP_018100443.1,XM_018244954.2,GeneID:414497,XB-GENE-1217387
A0A8J0UEH9,XP_018100444.1,XM_018244955.2,GeneID:443849,XB-GENE-5991963
A0A8J0UBU3,XP_018100445.1,XM_018244956.2,GeneID:414497,XB-GENE-1217387
A0A8J0U3N7,XP_041436862.1,XM_041580928.1,GeneID:414497,XB-GENE-1217387
A0A8J0UEI5,XP_018100451.1,XM_018244962.2,GeneID:414541,XB-GENE-919823
A0A1L8HFY1,XP_018100453.1,XM_018244964.2,GeneID:414599,XB-GENE-976852
A0A1L8HXX6,XP_018100458.1,XM_018244969.2,GeneID:443859,XB-GENE-17337565
A0A8J0U3P7,XP_018100459.1,XM_018244970.2,GeneID:414641,XB-GENE-866167
A0A8J0UAM4,XP_018100461.1,XM_018244972.2,GeneID:414654,XB-GENE-6252283
A0A8J1M5A7,XP_041436869.1,XM_041580935.1,GeneID:431792,XB-GENE-983500
A0A1L8HDS8,XP_018100467.1,XM_018244978.2,GeneID:431831,XB-GENE-1009929
A0A1L8HIN8,XP_018100472.1,XM_018244983.2,GeneID:431939,XB-GENE-6251554
A0A8J0UBZ4,XP_018100473.1,XM_018244984.2,GeneID:431965,XB-GENE-17333738
A0A8J0UEK2,XP_018100474.1,XM_018244985.2,GeneID:431965,XB-GENE-17333738
A0A8J0UBW0,XP_018100475.1,XM_018244986.2,GeneID:431965,XB-GENE-17333738
A0A1L8HEN4,XP_018100476.1,XM_018244987.2,GeneID:431965,XB-GENE-17333738
A0A8J0UAN5,XP_018100477.1,XM_018244988.2,GeneID:431965,XB-GENE-17333738
A0A1L8HEA1,XP_018100479.1,XM_018244990.2,GeneID:432008,XB-GENE-977182
A0A8J0UBW6,XP_018100480.1,XM_018244991.2,GeneID:432008,XB-GENE-977182
A0A8J0U3R2,XP_018100481.1,XM_018244992.2,GeneID:443889,XB-GENE-6251721
A0A8J0UEL2,XP_018100485.1,XM_018244996.2,GeneID:432113,XB-GENE-5813181
A0A1L8HI93,XP_041436887.1,XM_041580953.1,GeneID:432113,XB-GENE-5813181
A0A1L8HFU8,XP_041436893.1,XM_041580959.1,GeneID:432249,XB-GENE-1000959
A0A8J0UEL7,XP_018100492.1,XM_018245003.2,GeneID:432298,XB-GENE-942477
A0A1L8HHK1,XP_018100493.1,XM_018245004.2,GeneID:432309,XB-GENE-6255419
A0A1L8HIJ9,XP_041436900.1,XM_041580966.1,GeneID:443651,XB-GENE-5957046
A0A8J0UEM3,XP_018100499.1,XM_018245010.2,GeneID:443700,XB-GENE-987896
A0A1L8HC74,XP_018100500.1,XM_018245011.2,GeneID:443712,NA
A0A8J0U3S6,XP_018100501.1,XM_018245012.2,GeneID:443730,XB-GENE-5892260
A0A8J0UAQ7,XP_018100503.1,XM_018245014.2,GeneID:443730,XB-GENE-5892260
A0A8J0UC18,XP_018100505.1,XM_018245016.2,GeneID:443798,XB-GENE-1005838
A0A8J0UEM8,XP_018100507.1,XM_018245018.2,GeneID:443825,XB-GENE-5892100
A0A1L8HDL2,XP_018100509.1,XM_018245020.2,GeneID:443868,XB-GENE-865992
A0A8J0UAR2,XP_018100510.1,XM_018245021.2,GeneID:443868,XB-GENE-865992
A0A8J0UC23,XP_018100511.1,XM_018245022.2,GeneID:443868,XB-GENE-865992
A0A8J0UEN4,XP_018100512.1,XM_018245023.2,GeneID:443868,XB-GENE-865992
A0A8J0UBZ3,XP_018100513.1,XM_018245024.2,GeneID:443868,XB-GENE-865992
A0A8J0U3T6,XP_018100514.1,XM_018245025.2,GeneID:443868,XB-GENE-865992
A0A1L8HGT9,XP_018100516.1,XM_018245027.2,GeneID:443870,XB-GENE-6078255
A0A8J0UBZ8,XP_018100520.1,XM_018245031.2,GeneID:443972,XB-GENE-5763905
A0A8J0U3U1,XP_018100523.1,XM_018245034.2,GeneID:444000,XB-GENE-866097
A0A8J0UAS4,XP_018100526.1,XM_018245037.2,GeneID:444010,XB-GENE-6256266
A0A8J0UC34,XP_018100527.1,XM_018245038.2,GeneID:444016,XB-GENE-953312
A0A8J1M789,XP_041436910.1,XM_041580976.1,GeneID:444016,XB-GENE-953312
A0A8J0U3U4,XP_018100531.1,XM_018245042.2,GeneID:444023,XB-GENE-946025
A0A8J0UAS9,XP_018100533.1,XM_018245044.2,GeneID:444023,XB-GENE-946025
A0A1L8HCB2,XP_018100534.1,XM_018245045.2,GeneID:444023,XB-GENE-946025
A0A1L8HGB1,XP_041436911.1,XM_041580977.1,GeneID:444096,XB-GENE-949467
A0A8J0U3U9,XP_018100537.1,XM_018245048.2,GeneID:444155,XB-GENE-987148
A0A8J0UEQ1,XP_018100541.1,XM_018245052.2,GeneID:443964,XB-GENE-6067242
A0A8J0U3V6,XP_018100550.1,XM_018245061.2,GeneID:443964,XB-GENE-6067242
A0A8J0UAT9,XP_018100552.1,XM_018245063.2,GeneID:444284,XB-GENE-865519
A0A1L8HGI0,XP_041436926.1,XM_041580992.1,GeneID:444288,XB-GENE-6255684
A0A8J0UEQ7,XP_018100555.1,XM_018245066.2,GeneID:100036884,XB-GENE-985817
A0A1L8HI50,XP_041436927.1,XM_041580993.1,GeneID:444326,XB-GENE-5871035
A0A8J0UC54,XP_018100561.1,XM_018245072.2,GeneID:444425,XB-GENE-866087
A0A8J0UER4,XP_018100562.1,XM_018245073.2,GeneID:444449,XB-GENE-980843
A0A1L8HHL4,XP_018100563.1,XM_018245074.2,GeneID:444449,XB-GENE-980843
A0A1L8HDI9,XP_018100568.1,XM_018245079.2,GeneID:444513,XB-GENE-5874332
A0A8J0UC59,XP_018100569.1,XM_018245080.2,GeneID:443999,XB-GENE-992786
A0A8J0UES0,XP_018100571.1,XM_018245082.2,GeneID:100126624,XB-GENE-966062
A0A1L8HT82,XP_018100573.1,XM_018245084.2,GeneID:443999,XB-GENE-992786
A0A8J0UAV5,XP_018100574.1,XM_018245085.2,GeneID:444682,XB-GENE-957344
A0A8J0UC65,XP_018100575.1,XM_018245086.2,GeneID:444682,XB-GENE-957344
A0A8J0UC37,XP_018100578.1,XM_018245089.2,GeneID:444809,XB-GENE-6254170
A0A8J0U3X2,XP_018100579.1,XM_018245090.2,GeneID:444846,XB-GENE-6254154
A0A8J0UAW0,XP_018100581.1,XM_018245092.2,GeneID:444884,XB-GENE-946933
A0A1L8HFF1,XP_018100582.1,XM_018245093.2,GeneID:444884,XB-GENE-946933
A0A1L8HIX1,XP_018100583.1,XM_018245094.2,GeneID:444991,XB-GENE-482532
A0A8J0UC46,XP_018100584.1,XM_018245095.2,GeneID:445821,XB-GENE-479500
A0A8J0U3Y1,XP_018100585.1,XM_018245096.2,GeneID:445821,XB-GENE-479500
A0A8J0UAX0,XP_018100587.1,XM_018245098.2,GeneID:445824,XB-GENE-969783
A0A8J0UC78,XP_018100591.1,XM_018245102.2,GeneID:444025,XB-GENE-951555
A0A8J0UC51,XP_018100594.1,XM_018245105.2,GeneID:444025,XB-GENE-951555
A0A8J0U3Y6,XP_018100595.1,XM_018245106.2,GeneID:446426,XB-GENE-993585
A0A8J0UAX4,XP_018100596.1,XM_018245107.2,GeneID:446426,XB-GENE-993585
A0A8J0UC84,XP_018100597.1,XM_018245108.2,GeneID:446426,XB-GENE-993585
A0A8J0UEU0,XP_018100598.1,XM_018245109.2,GeneID:446426,XB-GENE-993585
A0A8J0UC57,XP_018100599.1,XM_018245110.2,GeneID:446426,XB-GENE-993585
A0A8J0U3Z1,XP_018100601.1,XM_018245112.2,GeneID:446442,XB-GENE-1011711
A0A1L8HDJ9,XP_018100602.1,XM_018245113.2,GeneID:446473,XB-GENE-952676
A0A8J0UEU5,XP_018100606.1,XM_018245117.2,GeneID:446552,XB-GENE-985194
A0A1L8HJ69,XP_018100609.1,XM_018245120.2,GeneID:446568,XB-GENE-966176
A0A8J0U3Z6,XP_018100608.1,XM_018245119.2,GeneID:444030,XB-GENE-968540
A0A8J0UC89,XP_018100611.1,XM_018245122.2,GeneID:446568,XB-GENE-966176
A0A1L8HCV2,XP_018100613.1,XM_018245124.2,GeneID:446581,XB-GENE-946526
A0A8J0U401,XP_018100615.1,XM_018245126.2,GeneID:446637,XB-GENE-920761
A0A1L8HGR0,XP_018100616.1,XM_018245127.2,GeneID:446637,XB-GENE-920761
A0A1L8HCP3,XP_018100618.1,XM_018245129.2,GeneID:446691,XB-GENE-982793
A0A8J0UC72,XP_018100627.1,XM_018245138.2,GeneID:446750,XB-GENE-17333475
A0A8J0U406,XP_018100628.1,XM_018245139.2,GeneID:446819,XB-GENE-961471
A0A8J0UC97,XP_018100630.1,XM_018245141.2,GeneID:446838,XB-GENE-5762058
A0A8J0UC77,XP_018100633.1,XM_018245144.2,GeneID:446844,XB-GENE-997061
A0A8J0U411,XP_018100634.1,XM_018245145.2,GeneID:446844,XB-GENE-997061
A0A8J0UAZ8,XP_018100635.1,XM_018245146.2,GeneID:446844,XB-GENE-997061
A0A8J0UCA2,XP_018100636.1,XM_018245147.2,GeneID:446844,XB-GENE-997061
A0A8J0UEW1,XP_018100637.1,XM_018245148.2,GeneID:446844,XB-GENE-997061
A0A8J0UC81,XP_018100639.1,XM_018245150.2,GeneID:446844,XB-GENE-997061
A0A8J0U415,XP_018100640.1,XM_018245151.2,GeneID:446844,XB-GENE-997061
A0A8J0UB03,XP_018100642.1,XM_018245153.2,GeneID:446908,XB-GENE-6254870
A0A8J0UCA6,XP_018100644.1,XM_018245155.2,GeneID:447033,XB-GENE-989464
A0A8J0UEW6,XP_018100645.1,XM_018245156.2,GeneID:447037,XB-GENE-970970
A0A1L8HGE0,XP_018100646.1,XM_018245157.2,GeneID:447081,XB-GENE-963927
A0A8J0U420,XP_018100647.1,XM_018245158.2,GeneID:444054,XB-GENE-5802809
A0A8J0UB07,XP_018100651.1,XM_018245162.2,GeneID:444054,XB-GENE-5802809
A0A1L8HG94,XP_018100652.1,XM_018245163.2,GeneID:447162,XB-GENE-962751
A0A1L8HGT8,XP_018100653.1,XM_018245164.2,GeneID:447165,XB-GENE-990772
A0A8J0UC91,XP_018100654.1,XM_018245165.2,GeneID:444054,XB-GENE-5802809
A0A8J0U425,XP_018100655.1,XM_018245166.2,GeneID:447218,XB-GENE-17335014
A0A8J0UB12,XP_018100656.1,XM_018245167.2,GeneID:447218,XB-GENE-17335014
A0A1L8HHC7,XP_018100657.1,XM_018245168.2,GeneID:447218,XB-GENE-17335014
A0A1L8HE71,XP_018100664.1,XM_018245175.2,GeneID:447232,XB-GENE-968916
A0A8J0UCA0,XP_018100666.1,XM_018245177.2,GeneID:447301,XB-GENE-946821
A0A8J0U433,XP_018100667.1,XM_018245178.2,GeneID:444059,XB-GENE-952002
A0A1L8HG40,XP_018100670.1,XM_018245181.2,GeneID:447349,XB-GENE-6078835
Q68EY6,XP_041438184.1,XM_041582250.1,GeneID:447349,XB-GENE-6078835
A0A1L8I2U8,XP_018100672.1,XM_018245183.2,GeneID:444059,XB-GENE-952002
A0A8J0UCC9,XP_018100674.1,XM_018245185.2,GeneID:447349,XB-GENE-6078835
A0A8J0UEY8,XP_018100675.1,XM_018245186.2,GeneID:447375,XB-GENE-958025
Q68ET0,XP_018100676.1,XM_018245187.2,GeneID:447397,XB-GENE-5931845
A0A1L8HG59,XP_018100678.1,XM_018245189.2,GeneID:447450,XB-GENE-987479
A0A8J0UCD4,XP_018100680.1,XM_018245191.2,GeneID:447450,XB-GENE-987479
A0A8J0UEZ2,XP_018100681.1,XM_018245192.2,GeneID:447473,XB-GENE-5960827
A0A8J0UCB5,XP_018100682.1,XM_018245193.2,GeneID:447473,XB-GENE-5960827
A0A8J0U450,XP_018100683.1,XM_018245194.2,GeneID:447473,XB-GENE-5960827
A0A1L8I270,XP_018100684.1,XM_018245195.2,GeneID:100126632,XB-GENE-962728
A0A8J0UCD9,XP_018100685.1,XM_018245196.2,GeneID:447510,XB-GENE-1000638
A0A8J0UCC0,XP_018100688.1,XM_018245199.2,GeneID:447741,XB-GENE-971417
A0A1L8HFP4,XP_018100692.1,XM_018245203.2,GeneID:447784,XB-GENE-954290
A0A1L8HE53,XP_041436977.1,XM_041581043.1,GeneID:492305,XB-GENE-865738
A0A8J0UCC4,XP_018100697.1,XM_018245208.2,GeneID:494661,XB-GENE-6255610
A0A1L8HHL1,XP_018100699.1,XM_018245210.2,GeneID:494732,XB-GENE-973384
A0A8J0UB55,XP_018100700.1,XM_018245211.2,GeneID:494732,XB-GENE-973384
A0A1L8HGZ8,XP_018100701.1,XM_018245212.2,GeneID:494744,XB-GENE-1219082
A0A1L8HK08,XP_041436980.1,XM_041581046.1,GeneID:494837,XB-GENE-17343015
A0A8J0UCF3,XP_018100712.1,XM_018245223.2,GeneID:494854,XB-GENE-17334329
A0A8J0U463,XP_018100715.1,XM_018245226.2,GeneID:494864,XB-GENE-983976
A0A8J0UB60,XP_018100717.1,XM_018245228.2,GeneID:495016,XB-GENE-6254546
A0A8J0UCF7,XP_018100719.1,XM_018245230.2,GeneID:495016,XB-GENE-6254546
A0A1L8HE88,XP_041436988.1,XM_041581054.1,GeneID:495016,XB-GENE-6254546
A0A1L8HHI5,XP_041436994.1,XM_041581060.1,GeneID:495059,XB-GENE-866208
A0A1L8HE37,XP_018100727.1,XM_018245238.2,GeneID:495156,XB-GENE-992049
A0A8J0UCE2,XP_018100728.1,XM_018245239.2,GeneID:495165,XB-GENE-1005821
A0A1L8HIH0,XP_018100732.1,XM_018245243.2,GeneID:495263,XB-GENE-5907977
A0A8J0UB69,XP_018100733.1,XM_018245244.2,GeneID:495263,XB-GENE-5907977
A0A8J0U483,XP_018100742.1,XM_018245253.2,GeneID:495376,XB-GENE-17339418
A0A8J0UB74,XP_018100744.1,XM_018245255.2,GeneID:495376,XB-GENE-17339418
A0A8J0UCH2,XP_018100746.1,XM_018245257.2,GeneID:495376,XB-GENE-17339418
A0A8J0UCF2,XP_018100748.1,XM_018245259.2,GeneID:495423,XB-GENE-987418
A0A8J0U488,XP_018100749.1,XM_018245260.2,GeneID:495423,XB-GENE-987418
A0A8J0UB79,XP_018100750.1,XM_018245261.2,GeneID:495423,XB-GENE-987418
A0A8J0UCH7,XP_018100751.1,XM_018245262.2,GeneID:495423,XB-GENE-987418
A0A8J0UCF8,XP_018100753.1,XM_018245264.2,GeneID:495423,XB-GENE-987418
A0A1L8HG29,XP_018100756.1,XM_018245267.2,GeneID:495460,XB-GENE-5872340
A0A8J0UB85,XP_018100758.1,XM_018245269.2,GeneID:495460,XB-GENE-5872340
A0A8J0UCI2,XP_018100759.1,XM_018245270.2,GeneID:495460,XB-GENE-5872340
Q5RJW4,XP_018100760.1,XM_018245271.2,GeneID:495839,XB-GENE-6253205
A0A1L8HJ77,XP_018100761.1,XM_018245272.2,GeneID:495953,XB-GENE-943462
A0A8J0U498,XP_018100763.1,XM_018245274.2,GeneID:495992,XB-GENE-963138
A0A1L8HCR4,XP_018100764.1,XM_018245275.2,GeneID:495992,XB-GENE-963138
A0A8J0UCH0,XP_041437012.1,XM_041581078.1,GeneID:495992,XB-GENE-963138
A0A1L8HC46,XP_018100768.1,XM_018245279.2,GeneID:496041,XB-GENE-988045
A0A8J0UB95,XP_018100770.1,XM_018245281.2,GeneID:496058,XB-GENE-1008704
A0A8J0UF45,XP_018100772.1,XM_018245283.2,GeneID:496144,XB-GENE-968683
A0A8J0UCH5,XP_018100773.1,XM_018245284.2,GeneID:496373,XB-GENE-5945179
Q6DFA2,XP_018100774.1,XM_018245285.2,GeneID:496373,XB-GENE-5945179
A0A8J0UBA0,XP_018100775.1,XM_018245286.2,GeneID:733198,XB-GENE-1216172
